,사업장명,맛,친절,가성비,양,혼밥,청결,인테리어,특별한날,특별한메뉴,단체모임,깨끗한화장실,주차,뷰,신선한재료,넓은매장
1045,홍익돈까스,280,59,78,138,13,38,15,4,29,13,25,0,17,50,66
1046,대머리낙지머리실내포차,11,4,4,2,0,0,2,0,1,1,0,0,1,6,0
1047,진짜루,168,57,37,32,26,9,1,3,10,9,7,0,1,19,3
1048,연남골방,14,51,6,2,6,37,56,32,11,10,24,0,6,3,2
1049,이모포차,57,19,27,0,0,10,0,0,12,0,0,0,0,0,0
1050,꿀꿀진순대 방이점,26,11,5,10,2,11,3,0,3,0,0,0,0,10,0
1051,이디야 커피 중앙대점,0,21,19,0,0,9,1,0,7,0,2,0,1,0,0
1052,월드,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1053,경희궁 닭곰탕,40,14,13,6,5,1,0,0,6,0,0,0,0,10,2
1054,상차림,0,15,0,0,0,4,0,0,0,0,0,0,0,0,0
1055,둥구리,9,2,1,2,0,0,1,1,1,0,0,0,1,0,0
1056,행복밥상,5,7,5,2,4,1,0,0,2,0,1,0,0,1,0
1057,핫도그,284,51,119,21,23,8,2,3,41,1,3,0,0,33,2
1058,코메,91,63,28,8,0,34,8,20,21,2,1,0,0,32,1
1059,스시도리,98,41,16,10,12,9,9,4,14,2,7,0,1,24,12
1060,비엔나 커피 하우스,0,146,30,0,0,131,139,0,76,0,43,0,19,0,0
1061,부산집,44,17,4,4,0,1,0,1,8,1,1,0,1,11,0
1062,구이가,11,11,10,4,0,3,0,0,0,1,0,0,0,4,4
1063,김밥천국,46,10,14,8,18,1,0,1,1,0,0,0,1,4,2
1064,알콩달콩,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0
1065,이종구 낙지세상 미아점,124,36,23,17,8,23,0,3,5,10,4,0,2,23,8
1066,임태희커피,0,3,1,0,0,1,2,0,2,0,0,0,0,0,0
1067,진달래냉면,7,2,1,2,0,1,0,0,0,1,0,0,0,1,0
1068,증산횟집,9,6,0,1,0,1,0,0,2,0,0,0,0,3,0
1069,신현무관,93,28,25,15,15,12,0,2,6,5,1,0,0,15,1
1070,목포낙지,37,11,5,5,2,6,2,1,4,0,3,0,0,13,0
1071,그대쉴꽃,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
1072,카페아미,0,9,3,0,0,12,16,0,5,0,3,0,0,0,0
1073,로라방앗간,27,1,0,4,0,0,0,0,0,0,0,0,0,3,0
1074,꾸어가게생선구이화곡점,5,2,0,2,1,0,0,0,0,0,0,0,0,1,0
1075,푸라닭중곡점,102,37,13,9,0,23,6,1,12,4,1,0,2,22,7
1076,미락한정식,72,36,15,9,1,5,2,2,0,2,0,0,0,20,5
1077,심가네칼국수 역삼역본점,73,21,17,17,10,10,0,0,7,2,4,0,1,17,9
1078,처갓집 양념치킨 상계점,107,20,15,13,5,3,2,3,12,3,0,0,2,16,1
1079,호또치킨,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1080,떡볶이참잘하는집 떡참 강동길동점,28,3,7,6,3,3,1,0,7,0,0,0,2,1,0
1081,현방오백소갈비살,59,16,38,14,1,11,0,0,6,0,0,0,0,30,0
1082,하륜일만족발,10,4,4,1,3,0,0,0,0,0,0,0,0,1,0
1083,동대문 일품손짜장,64,26,21,22,13,8,2,2,6,2,2,0,0,16,9
1084,일공공키친,52,36,11,11,1,20,4,2,10,7,2,0,4,28,8
1085,솥뚜껑철판파전,92,25,31,14,1,1,3,2,4,6,0,0,0,11,4
1086,치키니즘한강성심병원점,18,6,7,4,0,1,1,0,1,2,1,0,0,3,0
1087,테피,0,6,0,0,0,10,6,0,0,0,0,0,0,0,0
1088,943킹스크로스,0,57,20,0,0,45,295,0,153,0,32,0,22,0,0
1089,갤러리카페,0,17,9,0,0,3,7,0,0,0,3,0,0,0,0
1090,숙이네분식,40,10,4,1,0,3,0,0,5,0,1,0,0,1,0
1091,제주어항1950,117,36,21,17,11,21,7,3,14,10,4,0,1,45,23
1092,남도숯불생고기,68,21,14,17,0,9,1,4,4,8,1,0,1,18,9
1093,봉구비어 등촌역1호점,15,9,15,0,0,0,0,0,0,0,0,0,0,0,0
1094,바르다김선생상암DMC점,197,46,21,12,58,21,1,1,27,0,1,0,1,72,5
1095,풍원식당,10,2,4,1,1,1,0,0,3,0,1,0,1,1,0
1096,을지로 라스베가스,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
1097,남도분식 파미에스테이션점,203,49,35,15,40,27,16,0,34,2,7,0,0,22,14
1098,쿠시마사,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1099,탭퍼블릭,179,62,21,0,0,78,65,0,44,92,21,0,0,0,0
1100,해구,5,3,0,0,0,0,2,0,2,0,0,0,0,3,1
1101,신화불닭,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1102,육칠이_신촌점,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1103,그늘집,3,0,0,0,0,1,3,0,1,1,1,0,0,0,3
1104,백제식당,11,2,1,3,0,0,0,0,1,2,1,0,0,2,0
1105,소머리국밥,6,4,3,1,10,0,0,0,1,0,0,0,0,0,1
1106,치킨처럼,31,15,5,1,0,10,0,0,1,4,3,0,1,2,10
1107,짝태노가리야,21,20,16,0,0,0,1,0,2,5,2,0,0,0,0
1108,크림크림,0,5,0,0,0,1,5,0,3,0,0,0,0,0,0
1109,파이브테이블,53,28,35,9,4,2,2,0,6,0,1,0,1,12,1
1110,양심가게,6,2,0,1,0,0,0,0,2,0,0,0,0,3,0
1111,원조할매곱창,237,40,51,78,5,11,4,6,34,8,3,0,2,32,6
1112,카페 호리,0,20,10,0,0,9,7,0,11,0,0,0,1,0,0
1113,미담,0,40,0,0,0,0,0,0,0,0,0,0,4,0,0
1114,이태원 매운우동,63,17,19,11,29,11,2,1,6,0,0,0,0,11,0
1115,다모실내포장마차,8,3,2,0,0,0,0,0,0,0,0,0,0,0,0
1116,을지로 와이너리,62,47,33,0,1,16,36,23,28,5,3,0,2,30,1
1117,사랑채,32,5,6,5,2,3,2,0,0,3,0,0,0,3,5
1118,전골전문,125,43,60,54,25,12,7,1,8,1,2,0,2,45,2
1119,퓨전,322,124,22,56,2,67,44,39,113,45,25,0,3,43,46
1120,원당감자탕,268,49,58,58,29,10,6,2,8,25,3,0,5,19,58
1121,빠삭치킨,39,10,15,1,1,4,0,3,0,2,1,0,0,4,2
1122,국수나무 사가정점,16,7,7,10,10,3,0,0,1,0,0,0,1,4,0
1123,해몽,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1124,정성이가득찬집밥중랑점,10,0,0,1,2,0,0,0,0,0,0,0,0,0,0
1125,지도리치킨,79,29,46,25,2,14,0,0,2,2,0,0,0,20,1
1126,가성비,38,21,21,8,3,3,1,1,2,2,0,0,0,9,2
1127,비비큐 노원스타점,51,9,6,2,1,2,3,0,1,2,0,0,0,9,2
1128,남원식당,525,115,32,71,27,90,10,6,37,38,31,0,5,105,100
1129,101커피,0,5,2,0,0,1,3,0,0,0,0,0,0,0,0
1130,1번지곱창,20,4,2,3,1,1,0,0,0,0,0,0,0,1,0
1131,중경식객,92,23,33,28,1,23,3,1,14,5,2,0,1,32,12
1132,원할머니보쌈족발 영등포구청점,18,9,3,4,5,6,1,0,2,1,0,0,0,6,0
1133,아우라,11,5,1,0,0,2,3,0,0,1,2,0,0,0,0
1134,주전부리,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0
1135,금왕 평양면옥,61,18,8,7,9,8,2,1,3,5,1,0,1,6,21
1136,부암동치킨,79,17,14,16,2,11,7,1,11,6,6,0,0,16,8
1137,귀빈각,156,32,33,31,7,3,4,2,9,1,0,0,0,13,2
1138,발롱,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1139,남도술상 마포용강점,52,29,13,0,0,25,1,0,29,20,6,0,0,0,0
1140,통큰갈비,33,20,23,17,3,2,3,2,1,8,0,0,1,9,13
1141,홍가식당,13,6,4,3,0,4,0,0,1,4,0,0,0,5,1
1142,오름곰탕,60,13,5,8,5,15,0,2,3,2,0,0,0,11,9
1143,우리호프,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1144,달임식당,8,2,1,0,1,0,0,0,0,0,0,0,0,0,0
1145,커피투어,0,35,11,0,0,7,6,0,4,0,1,0,2,0,0
1146,궁전쌈밥,23,6,7,5,3,3,2,1,5,3,2,0,0,8,2
1147,낡은음악창고,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1148,코스믹 라떼,0,13,4,0,0,7,14,0,7,0,0,0,0,0,0
1149,까치식당,33,9,17,3,13,12,1,0,1,0,0,0,1,4,2
1150,대성,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0
1151,시내네실내포장마차,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1152,호프할래,182,56,38,0,0,23,19,0,22,52,17,0,0,0,0
1153,칭구야,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1154,퀴즈노스 상암MBC점,181,40,32,12,63,38,8,1,22,0,6,0,0,91,22
1155,윙,4,1,0,0,1,1,0,0,0,0,0,0,0,3,0
1156,해남집,17,9,7,6,9,1,0,0,0,0,0,0,0,4,0
1157,오븐에 빠진 닭,104,18,31,16,7,4,2,2,11,14,3,0,4,16,25
1158,델리명가한라점,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1159,유정설렁탕,42,7,5,6,6,5,1,0,1,1,0,0,0,7,1
1160,우동이야기,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1161,황학동순대국,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1162,행복두배 통닭다리치킨,21,6,3,3,1,1,1,0,0,2,0,0,1,3,3
1163,하롱베이의하루,74,9,13,21,8,6,1,0,18,0,1,0,0,13,3
1164,엄마손 돼지불백,100,19,41,19,18,9,1,1,2,0,1,0,0,16,3
1165,시골밥상,5,1,2,2,0,0,0,0,0,0,0,0,0,2,0
1166,우리삼겹,329,181,78,50,4,29,1,5,66,36,5,0,3,148,34
1167,제주바다회,13,5,3,1,0,1,0,0,5,1,1,0,0,7,0
1168,영수네감자국,115,42,15,23,2,4,1,3,7,11,0,0,1,34,10
1169,원가네,4,4,2,1,0,0,0,0,0,0,0,0,0,0,0
1170,남도홍어,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1171,죽이야기 양천향교역점,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1172,호 부침개,14,9,6,5,0,0,0,0,1,1,0,0,0,1,0
1173,생기원,22,6,5,3,1,0,0,0,5,1,0,0,0,5,4
1174,행운,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1175,뉴욕바닷가재,47,21,1,7,0,8,4,28,23,12,0,0,0,12,0
1176,하찌방가이,6,4,0,2,1,1,1,0,1,1,0,0,0,2,0
1177,농민백암,500,80,68,146,59,14,3,1,53,9,1,0,1,94,26
1178,이가네,65,27,38,25,1,3,1,0,5,6,0,0,2,26,8
1179,고향양꼬치,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1180,토마토김밥 개봉점,138,56,55,13,49,20,1,0,6,0,0,0,2,30,2
1181,꾸브라꼬숯불두마리치킨,6,0,2,4,0,0,0,0,0,0,0,0,0,1,0
1182,숯불직화꼬치바베큐,86,26,15,0,0,5,0,0,12,8,5,0,0,0,0
1183,캘리포니아,12,5,3,0,0,3,0,0,1,0,0,0,0,0,0
1184,태화루,15,4,5,3,5,0,0,0,5,0,1,0,0,5,0
1185,카페어나더,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
1186,피자마루,33,5,16,3,1,3,0,0,1,0,0,0,0,2,0
1187,5959양꼬치,5,2,1,0,0,0,0,0,0,0,0,0,0,1,0
1188,옛날 은성순대국,61,9,15,24,12,1,0,0,3,1,1,0,0,6,0
1189,폴링,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1190,나무요일,6,4,1,0,0,1,1,0,1,0,0,0,0,0,0
1191,퀴즈노스 방이역점,62,16,7,0,18,10,2,0,4,1,0,0,0,37,6
1192,청진동해장국,57,22,19,15,10,4,1,1,3,1,2,0,1,10,5
1193,혜성만두,30,8,11,2,4,1,0,0,2,0,0,0,1,2,2
1194,꾸러기분식,68,20,23,16,1,6,1,0,10,1,0,0,0,3,0
1195,돈카살롱,51,26,15,10,17,20,2,1,5,0,0,0,2,11,2
1196,원조성내볼데기집,133,24,23,24,12,3,0,1,18,3,1,0,0,26,1
1197,우돈생고기,52,32,10,6,2,14,7,0,4,8,1,0,5,23,13
1198,서가식당,7,1,0,2,1,1,0,0,0,0,0,0,0,0,0
1199,육회에빠지다 강동점,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1200,명가김치찌개,66,24,18,30,14,8,2,0,4,0,0,0,0,17,2
1201,육전국밥 합정점,47,2,5,9,6,2,1,1,5,0,0,0,0,6,7
1202,시래기밥상,43,12,8,7,5,3,0,0,3,0,0,0,1,8,1
1203,남도간이 횟집,8,2,3,2,1,0,0,0,0,0,0,0,0,4,0
1204,청담수산,0,3,0,0,0,17,0,0,0,0,0,0,0,0,0
1205,현순자 용대리 코다리 찜,220,47,15,32,3,21,4,2,8,18,5,0,3,28,42
1206,부자반점,34,9,5,5,4,2,1,0,3,0,1,0,1,7,0
1207,인기명 교대점,39,16,8,9,0,13,2,3,12,9,0,0,0,11,10
1208,놀부부대강남시티점,98,35,30,30,11,4,0,0,12,10,1,0,0,14,10
1209,홍콩반점,167,53,66,33,48,10,2,6,8,7,4,0,5,23,28
1210,순천회관,17,1,2,0,0,4,0,0,2,1,0,0,0,2,2
1211,고기굽는베베,99,61,31,13,1,17,3,0,16,3,0,0,0,40,0
1212,대청마루,16,4,7,2,2,0,1,0,1,0,0,0,0,2,0
1213,활어마을,30,14,12,8,2,7,0,2,4,1,2,0,0,22,1
1214,마제스티,29,13,1,0,0,11,23,16,6,4,4,0,29,9,19
1215,리츠카페,0,8,1,0,0,10,0,0,5,0,4,0,0,0,0
1216,내고향맛집,22,5,7,4,1,0,0,0,0,0,0,0,0,1,0
1217,책다방 위숨,0,6,0,0,0,0,2,0,0,0,0,0,0,0,0
1218,돈까스회관,99,33,62,22,5,2,1,3,4,1,0,0,0,20,2
1219,빛나는 커피집,0,28,6,0,0,11,5,0,1,0,2,0,0,0,0
1220,서민투뿔한우,28,9,11,10,1,4,1,3,5,6,1,0,2,6,1
1221,신당동 떡볶이,131,242,315,272,32,86,26,28,114,131,30,0,13,111,622
1222,춘천중앙로숯불닭갈비,36,19,5,8,0,9,3,0,4,2,2,0,0,12,2
1223,코페아,0,23,5,0,0,14,9,0,1,0,7,0,3,0,0
1224,파스타 트리오,129,84,25,22,12,62,66,28,44,14,22,0,4,58,17
1225,위대한족보,7,2,3,2,1,3,1,0,0,0,0,0,0,0,2
1226,맥시칸치킨,31,16,8,2,0,1,1,0,2,2,0,0,1,3,1
1227,7번가피자,117,41,58,17,8,13,2,2,19,1,0,0,1,37,5
1228,무채색,67,42,15,0,0,22,38,0,26,5,3,0,0,0,0
1229,소담골,21,13,2,5,2,3,0,0,0,0,1,0,0,9,1
1230,캘린더커피 스탠드,0,11,2,0,0,10,7,0,0,0,2,0,1,0,0
1231,보라매 참치,46,21,11,6,3,13,8,8,8,6,2,0,0,22,3
1232,팽여사 버섯오리명가,21,2,2,2,0,5,1,2,4,1,0,0,0,7,0
1233,콩심 연신내역점,231,79,112,49,67,28,8,3,19,4,8,0,2,42,34
1234,뮤즈,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1235,병천순대국,32,11,11,10,14,3,1,0,2,0,1,0,1,6,1
1236,25시,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
1237,카츠온도,58,33,6,12,12,24,20,0,12,1,0,0,1,36,4
1238,남원추어탕,176,28,31,29,20,9,3,0,6,8,1,0,4,18,8
1239,동화반점,119,24,36,17,7,4,1,3,2,3,2,0,0,14,5
1240,진지방 순대국 돈가스,28,9,7,8,7,5,2,1,0,4,4,0,2,3,3
1241,서초구 돼지숯불구이 김치찜,63,12,21,16,3,2,0,0,9,3,1,0,4,11,2
1242,작은호프,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1243,자바라컵스,6,1,4,3,1,0,1,0,2,1,0,0,1,4,1
1244,처음처럼,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1245,공간,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1246,남구로포차,12,3,6,0,0,1,0,0,2,0,0,0,0,0,0
1247,에어라인바,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1248,심심풀이,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0
1249,한마당,18,6,0,2,2,0,0,0,1,0,0,0,0,7,0
1250,피밀,13,10,1,1,7,6,12,0,4,0,0,0,0,10,1
1251,청춘골뱅이.닭발,23,11,2,2,0,1,2,0,2,5,0,0,0,7,3
1252,박가네 양꼬치,28,13,10,6,0,0,1,2,11,4,0,0,0,13,2
1253,김가네추어탕,6,3,0,2,0,0,0,0,1,0,0,0,0,1,0
1254,신화양꼬치,1,0,0,0,1,0,1,1,0,1,0,0,1,0,0
1255,한우집,341,165,70,104,1,138,75,84,94,90,67,0,9,211,118
1256,은행골 논현점,79,35,17,13,11,19,3,3,20,1,3,0,2,45,8
1257,독가마숯불치킨,66,22,16,12,1,12,0,0,15,1,1,0,0,20,0
1258,지코바치킨,16,7,2,2,1,4,0,1,0,0,2,0,0,5,2
1259,멘야시노기,151,63,34,41,102,26,11,2,35,0,0,0,1,24,4
1260,다원황태수제비,61,29,14,1,0,3,2,0,13,3,0,0,0,0,0
1261,홍보네 식당,66,21,49,34,6,23,0,1,5,1,0,0,0,32,3
1262,상록수,13,4,2,2,0,0,1,1,0,0,0,0,0,0,0
1263,청해수사,15,8,3,4,0,2,1,2,1,3,0,0,0,4,0
1264,꼬꼬번 피자치킨 마곡발산점,30,11,13,7,1,7,3,0,4,3,1,0,0,9,1
1265,와인주막차차 을지로점,77,58,16,0,0,51,25,0,14,19,9,0,0,0,0
1266,소해림양꼬치,28,14,10,1,0,3,1,0,6,1,4,0,0,1,6
1267,오전오후,0,11,6,0,0,6,1,0,6,0,0,0,0,0,0
1268,농푸꼬지기,284,89,38,59,42,76,8,4,31,12,15,0,6,74,55
1269,한성,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1270,양평민물,8,3,0,1,0,0,0,0,2,0,0,0,0,1,0
1271,본죽신풍역점,97,60,13,22,21,23,0,2,7,0,1,0,0,19,3
1272,착한회집,45,26,16,8,0,3,1,0,4,3,1,0,2,31,1
1273,라이브 음악나무,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1274,후와후와 광화문점,163,62,25,13,30,58,32,3,27,5,17,0,40,30,39
1275,갈비씨신월점,41,16,10,12,1,7,3,0,4,4,0,0,0,11,1
1276,원방칼국수,40,15,13,12,1,6,0,0,3,1,3,0,1,10,6
1277,남산식당,666,193,147,332,30,202,76,30,66,23,41,0,56,99,165
1278,차돌집 양천향교역점,51,12,2,3,3,13,3,1,2,2,1,0,0,6,8
1279,옛맛서울불고기,72,24,12,18,3,17,0,1,2,5,0,0,1,23,1
1280,남원골추어탕,70,25,7,9,6,2,1,0,3,1,0,0,2,8,7
1281,컴포즈커피 혜화경찰서점,0,15,39,0,0,4,1,0,3,0,0,0,1,0,0
1282,탐나종합어시장 이수역점,86,37,73,10,2,13,4,5,5,22,1,0,3,49,47
1283,만담상점,43,18,7,0,0,7,11,0,15,0,0,0,0,0,0
1284,맛집,62,27,22,28,3,5,0,2,0,5,0,0,0,7,10
1285,백곰,85,25,3,0,0,9,11,0,26,11,14,0,0,0,0
1286,전라밥상,42,6,9,4,2,1,0,0,3,1,1,0,1,6,0
1287,대정,16,4,4,2,1,3,0,2,1,1,0,0,0,4,0
1288,한솔국시,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1289,바나프레소 잠실새내점,0,33,101,0,0,38,16,0,14,0,4,0,5,0,0
1290,왕냉면.왕돈까스,334,68,182,139,138,49,2,2,15,5,12,0,1,35,103
1291,208호,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1292,행운동 한식 분식,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1293,하루커피,0,14,8,0,0,7,2,0,3,0,0,0,1,0,0
1294,지호한방삼계탕,102,46,2,11,10,36,5,0,12,2,5,0,1,20,25
1295,디저트39 대치점,0,24,34,0,0,15,16,0,15,0,5,0,2,0,0
1296,샐러드로우 앤 트라타 문정점,4,0,0,0,0,0,0,1,0,0,0,0,0,3,0
1297,아트카페미야,0,9,3,0,0,5,2,0,1,0,0,0,0,0,0
1298,참 갈비,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1299,진미곱창,24,13,8,5,0,3,1,0,0,1,1,0,0,8,0
1300,계림원누룽지통닭,116,23,16,10,1,4,5,4,31,9,1,0,1,18,12
1301,토닥토닥,22,10,6,3,1,0,0,0,0,1,1,0,0,1,0
1302,고메스테이크 성수점,8,2,1,1,0,0,0,0,1,0,0,0,0,2,0
1303,코비,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1304,해어락,62,21,9,14,5,22,9,1,7,4,1,0,1,23,9
1305,시마스시,312,134,24,14,66,88,10,20,44,0,7,0,2,123,18
1306,오월,8,5,0,0,0,3,3,0,2,0,0,0,0,0,0
1307,리또스,1,3,3,0,0,0,1,1,0,0,0,0,1,0,0
1308,성암식당,73,13,21,15,19,0,0,0,0,0,2,0,0,10,1
1309,민차이,67,27,19,17,10,5,0,0,4,1,0,0,0,12,2
1310,까치산 샤브샤브 마라탕&마라상궈,42,5,21,13,0,4,2,1,7,4,4,0,3,12,7
1311,뉴원일 볼링센터,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0
1312,용호동낙지 NC신구로점,70,41,29,25,4,15,2,0,23,1,0,0,0,47,10
1313,당신은 지금 치킨이 땡긴다. 면목점,18,7,6,5,0,3,0,0,2,0,0,0,0,8,0
1314,친한 친구,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0
1315,79파운야드가산디지털단지점,0,41,8,0,0,25,61,0,26,0,3,0,9,0,0
1316,보련각,12,5,7,4,6,1,0,0,1,0,0,0,0,5,0
1317,워커힐,0,36,0,0,0,0,10,0,0,0,0,0,39,0,0
1318,미술,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1319,풍성삼겹살,9,4,6,1,1,0,0,0,0,0,0,0,0,1,0
1320,까까,0,13,6,0,0,16,9,0,3,0,6,0,0,0,0
1321,서울왕돈까스,101,31,26,47,25,8,4,2,3,0,0,0,0,11,9
1322,왕푸징 만두,12,5,3,0,1,0,0,0,0,0,0,0,0,0,0
1323,쟈니하우스 교대점,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1324,치즈룸,922,497,34,30,4,317,469,288,471,73,68,0,9,163,57
1325,홍천한우곱창,38,24,5,9,0,8,1,3,7,7,1,0,0,22,1
1326,태화관,57,17,17,8,15,5,0,0,0,6,0,0,0,4,1
1327,파파존스 구로점,20,6,2,2,2,2,0,0,1,0,0,0,0,2,0
1328,철따라,43,10,9,7,2,3,0,1,2,2,0,0,1,14,1
1329,바나프레소 대치선릉점,0,6,34,0,0,6,4,0,5,0,0,0,0,0,0
1330,하남돼지집 논현점,32,18,4,1,0,4,0,0,4,5,0,0,1,5,7
1331,아키나이 제면,366,107,137,42,169,38,9,6,67,1,0,0,2,59,49
1332,달인 대보손칼국수,190,44,69,93,31,19,0,2,12,4,3,0,1,34,9
1333,아무거나,9,3,6,0,0,1,0,0,4,0,0,0,0,0,0
1334,지구당 대치은마점,91,27,23,11,40,8,2,0,9,0,1,0,0,10,2
1335,술좋은날,15,9,6,0,0,1,3,0,4,0,0,0,0,0,0
1336,소소한 곱창,32,14,5,5,0,3,2,0,1,0,0,0,1,6,0
1337,신한국통닭,60,19,53,6,3,3,0,0,0,6,0,0,0,6,9
1338,착한부자 다이어트 도시락,4,2,3,0,1,0,0,0,3,0,0,0,0,5,0
1339,백채김치찌개 중앙대점,40,10,18,17,3,9,0,0,0,2,2,0,1,4,0
1340,메이플탑,538,242,70,133,15,239,252,87,157,73,79,0,183,124,292
1341,온봄,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1342,논현장어,7,3,2,1,0,2,0,0,0,0,0,0,0,3,0
1343,삼성가,0,12,0,0,0,7,0,0,0,0,0,0,0,0,0
1344,두드림,8,5,3,0,0,1,0,3,3,7,0,0,0,6,0
1345,BHC치킨 DMC북가좌점,34,12,2,5,1,8,0,0,3,0,1,0,0,4,0
1346,도마 착한 돈까스,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1347,카페꼼마 합정점,0,158,43,0,0,215,351,0,50,0,85,0,187,0,0
1348,카제,17,2,2,0,0,0,2,0,4,0,0,0,0,0,0
1349,퍼틴,118,32,15,14,22,32,10,2,19,2,5,0,3,27,11
1350,별난만두,19,9,7,4,4,1,0,0,2,0,0,0,0,3,0
1351,교대곱창2,127,30,12,8,2,7,3,3,18,17,3,0,3,21,35
1352,라무진연남점,77,37,4,11,4,23,5,16,13,1,7,0,2,36,1
1353,환이네뭉티기 강서직영점,29,13,2,4,1,6,0,2,11,6,1,0,0,18,3
1354,대박식당,4,0,1,0,10,0,0,0,0,0,0,0,0,0,0
1355,소바의 온도,405,79,60,53,107,97,21,3,21,4,5,0,3,76,23
1356,무교김밥,189,50,54,13,69,7,1,1,4,0,0,0,0,38,1
1357,이노정 족발 보쌈 돼지국밥,169,45,64,69,19,42,21,4,46,9,6,0,7,75,14
1358,용금옥,86,22,15,9,9,1,2,1,28,3,0,0,0,12,1
1359,홀썸,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1360,선우네,5,5,1,4,2,0,0,0,0,0,0,0,0,3,0
1361,라베니스,30,20,10,13,0,9,9,3,13,2,1,0,1,7,5
1362,메가커피 장안점,0,94,284,0,0,63,17,0,28,0,12,0,10,0,0
1363,푸라닭 거여점,65,28,6,0,2,11,0,0,11,0,0,0,0,13,0
1364,커피짱,0,8,3,0,0,5,5,0,4,0,1,0,0,0,0
1365,화난문어씨&하루한캔,7,4,0,0,0,1,0,0,3,0,0,0,0,1,0
1366,장원순대국,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1367,명품풍천장어,15,2,2,2,0,0,0,0,0,1,0,0,0,3,3
1368,피자컴퍼니 홍대점,15,11,6,4,4,1,0,0,0,2,0,0,3,4,6
1369,따뜻한밥집,10,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1370,놀부맑은설렁탕담다,37,17,10,9,7,8,4,1,0,3,2,0,1,5,3
1371,샤오롱,180,64,15,37,17,23,3,4,29,15,3,0,0,40,7
1372,매란방 월계이마트점,373,103,35,67,40,78,23,5,42,10,14,0,5,82,52
1373,지대방,0,29,0,0,0,6,8,0,11,0,0,0,1,0,0
1374,금봉시식당,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1375,장흥수산,7,3,2,0,0,1,0,2,4,0,0,0,0,3,0
1376,행복한hof세상,0,3,2,0,0,0,0,0,0,2,0,0,0,0,0
1377,카르페디엠,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1378,그레이컴퍼니,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1379,오마텐,40,26,15,3,20,15,19,1,6,0,1,0,1,31,4
1380,씨엘관광호텔,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1381,지은이네맛집,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1382,강남대가,8,15,1,0,2,4,1,1,1,1,1,0,0,4,2
1383,MY del PLACE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1384,천호누룽지통닭구이,131,46,13,27,3,11,3,2,32,6,4,0,1,19,3
